symbol,signal_date,entry_date,entry_price,exit_date,exit_price,outcome,return_pct,rs_rating,rs_score,holding_days,year,rs_bucket
FRCL,2025-08-06,2025-08-07,45.13,2025-08-08,43.3248,sl,-4.0,91.0,62.31,1,2025,90-95
FRCL,2025-08-25,2025-08-26,46.62,2025-08-27,44.7552,sl,-4.0,88.4,52.13,1,2025,80-90
FRCL,2025-10-16,2025-10-17,60.0,2025-10-20,64.8,tp,8.0,90.9,87.78,3,2025,90-95
FRCL,2025-11-19,2025-11-20,104.99,2025-11-21,100.7904,sl,-4.0,97.8,278.56,1,2025,95-100
FTMM,2025-07-17,2025-07-18,23.9,2025-07-21,22.944,sl,-4.0,98.8,327.66,3,2025,95-100
FTMM,2025-11-20,2025-11-21,22.99,2025-11-24,22.0704,sl,-4.0,97.0,220.15,3,2025,95-100
FZCM,2021-06-21,2021-06-22,292.0,2021-07-01,280.32,sl,-4.0,83.5,56.84,9,2021,80-90
FZCM,2021-07-14,2021-07-16,276.01,2021-08-05,280.0,time,1.4456,85.1,62.65,20,2021,80-90
FZCM,2022-02-11,2022-02-14,282.0,2022-02-15,270.72,sl,-4.0,98.3,53.89,1,2022,95-100
FZCM,2025-07-07,2025-07-08,280.01,2025-07-09,302.4108,tp,8.0,83.3,41.87,1,2025,80-90
FZCM,2025-07-10,2025-07-11,366.0,2025-07-14,395.28,tp,8.0,93.3,102.33,3,2025,90-95
FZCM,2025-07-16,2025-07-17,429.34,2025-07-18,412.1664,sl,-4.0,95.4,121.8,1,2025,95-100
GADT,2025-07-02,2025-07-03,415.0,2025-07-04,398.4,sl,-4.0,81.9,36.89,1,2025,80-90
GAIL,2021-05-19,2021-05-20,8.2,2021-05-21,8.856,tp,8.0,80.5,29.4,1,2021,80-90
GAL,2025-01-13,2025-01-14,362.48,2025-01-15,391.4784,tp,8.0,97.3,143.99,1,2025,95-100
GAL,2025-01-17,2025-01-20,450.0,2025-01-22,432.0,sl,-4.0,98.7,192.53,2,2025,95-100
GAL,2025-04-03,2025-04-04,505.85,2025-04-07,485.616,sl,-4.0,99.4,187.81,3,2025,95-100
GAL,2025-04-18,2025-04-21,500.0,2025-04-24,480.0,sl,-4.0,98.3,152.92,3,2025,95-100
GAL,2025-07-10,2025-07-11,483.15,2025-07-23,521.802,tp,8.0,87.0,55.45,12,2025,80-90
GAMON,2023-10-05,2023-10-06,8.97,2023-10-09,9.6876,tp,8.0,87.8,12.47,3,2023,80-90
GAMON,2023-10-10,2023-10-11,11.0,2023-10-12,11.88,tp,8.0,96.7,41.59,1,2023,95-100
GAMON,2023-10-19,2023-10-20,14.89,2023-10-23,14.2944,sl,-4.0,97.9,87.8,3,2023,95-100
GAMON,2023-10-26,2023-10-27,14.35,2023-10-30,13.776,sl,-4.0,98.0,93.94,3,2023,95-100
GAMON,2024-07-11,2024-07-12,13.99,2024-07-15,15.1092,tp,8.0,81.7,16.74,3,2024,80-90
GAMON,2024-07-22,2024-07-23,22.23,2024-07-24,24.0084,tp,8.0,95.9,103.72,1,2024,95-100
GAMON,2024-07-25,2024-07-26,29.59,2024-07-29,31.9572,tp,8.0,98.9,187.33,3,2024,95-100
GAMON,2024-09-04,2024-09-05,44.15,2024-09-06,47.682,tp,8.0,98.9,411.47,1,2024,95-100
GAMON,2024-09-18,2024-09-19,55.52,2024-09-23,53.2992,sl,-4.0,99.6,568.09,4,2024,95-100
GAMON,2024-10-24,2024-10-25,79.54,2024-10-28,76.3584,sl,-4.0,100.0,631.98,3,2024,95-100
GCIL,2021-04-27,2021-04-28,19.0,2021-04-29,18.24,sl,-4.0,98.0,193.22,1,2021,95-100
GCIL,2021-06-23,2021-06-24,23.89,2021-06-28,25.8012,tp,8.0,98.3,238.79,4,2021,95-100
GCIL,2021-07-02,2021-07-05,39.48,2021-07-06,37.9008,sl,-4.0,99.6,525.64,1,2021,95-100
GCIL,2021-07-07,2021-07-08,40.0,2021-07-09,43.2,tp,8.0,99.6,546.98,1,2021,95-100
GCIL,2021-07-12,2021-07-13,44.1,2021-07-15,47.628,tp,8.0,100.0,659.27,2,2021,95-100
GCIL,2021-07-16,2021-07-19,53.51,2021-07-26,57.7908,tp,8.0,100.0,699.14,7,2021,95-100
GCIL,2022-04-15,2022-04-18,12.5,2022-04-19,12.0,sl,-4.0,84.9,13.35,1,2022,80-90
GCIL,2022-10-19,2022-10-20,10.4,2022-10-21,9.984,sl,-4.0,89.5,12.04,1,2022,80-90
GCIL,2024-11-06,2024-11-07,14.75,2024-11-08,14.16,sl,-4.0,81.1,14.24,1,2024,80-90
GCIL,2025-02-20,2025-02-21,21.7,2025-03-03,23.436,tp,8.0,90.2,44.34,10,2025,90-95
GCIL,2025-06-26,2025-06-27,24.4,2025-07-03,26.352,tp,8.0,81.5,37.42,6,2025,80-90
GCIL,2025-08-15,2025-08-18,28.44,2025-08-20,27.3024,sl,-4.0,87.8,50.07,2,2025,80-90
GCIL,2025-09-02,2025-09-03,30.25,2025-09-04,29.04,sl,-4.0,87.0,52.11,1,2025,80-90
GCIL,2025-09-11,2025-09-12,34.3,2025-09-26,32.928,sl,-4.0,89.9,63.28,14,2025,80-90
GCIL,2025-11-20,2025-11-21,39.5,2025-11-24,37.92,sl,-4.0,86.1,56.21,3,2025,80-90
GEMSPNL,2025-09-18,2025-09-19,48.4,2025-09-22,52.272,tp,8.0,94.5,109.35,3,2025,90-95
GEMSPNL,2025-09-24,2025-09-25,57.25,2025-09-30,54.96,sl,-4.0,96.1,156.45,5,2025,95-100
GEMSPNL,2025-10-31,2025-11-03,65.2,2025-11-04,62.592,sl,-4.0,96.8,203.29,1,2025,95-100
GEMSPNL,2025-12-09,2025-12-10,66.97,2025-12-11,64.2912,sl,-4.0,96.7,184.1,1,2025,95-100
GFIL,2023-08-11,2023-08-15,6.01,2023-08-16,5.7696,sl,-4.0,80.0,3.32,1,2023,70-80
GFIL,2023-11-01,2023-11-02,6.15,2023-11-08,5.904,sl,-4.0,82.7,7.17,6,2023,80-90
GFIL,2024-04-16,2024-04-17,8.58,2024-04-18,9.2664,tp,8.0,88.5,19.24,1,2024,80-90
GFIL,2024-05-09,2024-05-10,9.3,2024-05-13,10.044,tp,8.0,93.1,52.45,3,2024,90-95
GFIL,2024-05-15,2024-05-16,10.5,2024-05-17,11.34,tp,8.0,95.1,77.85,1,2024,95-100
GFIL,2024-07-11,2024-07-12,12.44,2024-07-18,13.4352,tp,8.0,94.4,83.58,6,2024,90-95
GGGL,2021-01-06,2021-01-07,20.4,2021-01-12,22.032,tp,8.0,84.1,46.51,5,2021,80-90
GGGL,2021-01-13,2021-01-14,16.49,2021-01-18,15.8304,sl,-4.0,90.1,68.07,4,2021,90-95
GGGL,2021-06-16,2021-06-17,26.25,2021-06-18,28.35,tp,8.0,86.0,63.36,1,2021,80-90
GGGL,2021-07-13,2021-07-14,28.98,2021-07-27,27.8208,sl,-4.0,86.6,70.56,13,2021,80-90
GGGL,2025-02-27,2025-02-28,9.95,2025-03-03,9.552,sl,-4.0,80.1,9.56,3,2025,80-90
GGL,2021-05-18,2021-05-19,41.99,2021-05-21,40.3104,sl,-4.0,97.7,189.24,2,2021,95-100
GGL,2021-05-31,2021-06-01,43.41,2021-06-02,46.8828,tp,8.0,97.3,203.53,1,2021,95-100
GGL,2021-06-11,2021-06-14,48.0,2021-06-16,51.84,tp,8.0,97.4,203.79,2,2021,95-100
GGL,2025-07-21,2025-07-22,20.74,2025-07-23,19.9104,sl,-4.0,80.9,34.09,1,2025,80-90
GGL,2025-08-06,2025-08-07,20.59,2025-08-15,22.2372,tp,8.0,81.6,31.02,8,2025,80-90
GGL,2025-09-04,2025-09-05,27.92,2025-09-09,26.8032,sl,-4.0,91.2,72.83,4,2025,90-95
GGL,2025-09-11,2025-09-12,28.0,2025-09-26,26.88,sl,-4.0,91.5,72.96,14,2025,90-95
GGL,2025-10-03,2025-10-06,29.75,2025-10-07,28.56,sl,-4.0,89.7,70.59,1,2025,80-90
GHGL,2021-01-12,2021-01-13,85.1,2021-01-14,81.696,sl,-4.0,80.8,47.21,1,2021,80-90
GHNI,2021-01-12,2021-01-13,325.0,2021-01-14,312.0,sl,-4.0,94.0,94.27,1,2021,90-95
GHNI,2021-02-08,2021-02-09,329.29,2021-02-10,316.1184,sl,-4.0,90.1,75.07,1,2021,90-95
GHNI,2021-06-04,2021-06-07,293.0,2021-06-08,281.28,sl,-4.0,81.9,50.57,1,2021,80-90
GHNI,2023-10-12,2023-10-13,139.99,2023-10-18,134.3904,sl,-4.0,86.8,7.25,5,2023,80-90
GHNI,2023-11-22,2023-11-23,175.0,2023-11-24,189.0,tp,8.0,90.8,23.77,1,2023,90-95
GHNI,2023-11-29,2023-11-30,192.0,2023-12-01,184.32,sl,-4.0,95.8,45.61,1,2023,95-100
GHNI,2024-01-05,2024-01-08,185.0,2024-01-09,177.6,sl,-4.0,87.6,25.28,1,2024,80-90
GHNI,2024-04-04,2024-04-08,177.0,2024-04-09,169.92,sl,-4.0,85.2,16.38,1,2024,80-90
GHNI,2024-04-15,2024-04-16,172.01,2024-04-17,165.1296,sl,-4.0,82.6,4.6,1,2024,80-90
GHNI,2024-04-22,2024-04-23,183.5,2024-04-26,198.18,tp,8.0,82.1,8.86,3,2024,80-90
GHNI,2024-04-29,2024-04-30,226.8,2024-05-02,244.944,tp,8.0,93.8,47.02,2,2024,90-95
GHNI,2024-05-09,2024-05-10,295.7,2024-05-14,319.356,tp,8.0,96.1,105.56,4,2024,95-100
GHNI,2024-07-08,2024-07-09,298.11,2024-07-11,321.9588,tp,8.0,96.2,119.0,2,2024,95-100
GHNI,2024-07-12,2024-07-15,358.49,2024-07-19,344.1504,sl,-4.0,96.3,132.4,4,2024,95-100
GHNI,2024-07-29,2024-07-30,370.0,2024-07-31,355.2,sl,-4.0,95.1,116.65,1,2024,95-100
GHNI,2024-08-02,2024-08-05,392.0,2024-08-07,423.36,tp,8.0,95.8,121.81,2,2024,95-100
GHNI,2024-12-09,2024-12-10,482.0,2024-12-11,462.72,sl,-4.0,87.7,36.07,1,2024,80-90
GHNI,2024-12-16,2024-12-17,534.84,2024-12-18,513.4464,sl,-4.0,90.3,54.67,1,2024,90-95
GHNI,2025-01-17,2025-01-20,615.0,2025-01-21,590.4,sl,-4.0,94.8,81.14,1,2025,90-95
GHNI,2025-02-12,2025-02-13,700.0,2025-02-14,672.0,sl,-4.0,96.9,136.0,1,2025,95-100
GHNI,2025-03-17,2025-03-18,717.52,2025-03-26,774.9216,tp,8.0,98.8,153.32,8,2025,95-100
GHNI,2025-04-18,2025-04-21,779.0,2025-04-22,747.84,sl,-4.0,97.8,132.31,1,2025,95-100
GHNI,2025-07-04,2025-07-07,740.0,2025-07-10,799.2,tp,8.0,82.2,41.27,3,2025,80-90
GHNI,2025-09-22,2025-09-23,900.0,2025-09-25,864.0,sl,-4.0,82.8,37.07,2,2025,80-90
GLAXO,2024-05-08,2024-05-09,124.75,2024-05-10,134.73,tp,8.0,86.2,14.54,1,2024,80-90
GLAXO,2024-06-13,2024-06-14,145.99,2024-06-20,140.1504,sl,-4.0,84.7,16.09,6,2024,80-90
GLAXO,2024-08-23,2024-08-26,155.0,2024-08-27,167.4,tp,8.0,85.2,30.63,1,2024,80-90
GLAXO,2024-09-10,2024-09-11,178.0,2024-09-13,170.88,sl,-4.0,91.5,63.79,2,2024,90-95
GLAXO,2024-09-20,2024-09-23,179.5,2024-09-25,193.86,tp,8.0,91.9,62.71,2,2024,90-95
GLAXO,2024-10-10,2024-10-11,211.5,2024-10-24,219.27,time,3.6738,94.4,85.01,13,2024,90-95
GLAXO,2024-10-28,2024-10-29,257.46,2024-11-01,278.0568,tp,8.0,95.6,94.91,3,2024,95-100
GLAXO,2024-11-11,2024-11-12,321.0,2024-11-15,308.16,sl,-4.0,97.1,165.07,3,2024,95-100
GLAXO,2024-11-19,2024-11-20,330.0,2024-11-22,356.4,tp,8.0,97.1,154.58,2,2024,95-100
GLAXO,2024-11-25,2024-11-26,364.98,2024-11-27,350.3808,sl,-4.0,98.2,178.32,1,2024,95-100
GLAXO,2025-01-17,2025-01-20,409.0,2025-01-31,412.66,time,0.8949,98.4,183.23,11,2025,95-100
GLAXO,2025-03-19,2025-03-20,410.01,2025-04-07,393.6096,sl,-4.0,98.3,141.45,18,2025,95-100
GLAXO,2025-04-10,2025-04-11,415.0,2025-04-14,448.2,tp,8.0,98.6,150.6,3,2025,95-100
GLAXO,2025-04-21,2025-04-22,459.95,2025-04-24,441.552,sl,-4.0,98.1,155.56,2,2025,95-100
GLPL,2025-05-12,2025-05-13,257.0,2025-05-14,277.56,tp,8.0,90.1,41.71,1,2025,90-95
GLPL,2025-05-20,2025-05-21,305.0,2025-05-22,292.8,sl,-4.0,96.1,81.92,1,2025,95-100
GLPL,2025-10-10,2025-10-13,454.64,2025-10-14,491.0112,tp,8.0,93.8,110.32,1,2025,90-95
GOC,2024-07-26,2024-07-29,113.1,2024-07-30,108.576,sl,-4.0,90.9,48.66,1,2024,90-95
GOC,2025-07-14,2025-07-15,116.0,2025-07-16,111.36,sl,-4.0,80.7,35.29,1,2025,80-90
GOC,2025-09-23,2025-09-24,164.0,2025-09-25,157.44,sl,-4.0,89.7,71.19,1,2025,80-90
GRYL,2025-07-01,2025-07-02,7.95,2025-07-03,7.632,sl,-4.0,86.5,50.37,1,2025,80-90
GRYL,2025-08-11,2025-08-12,14.74,2025-08-13,15.9192,tp,8.0,96.9,150.46,1,2025,95-100
GRYL,2025-08-20,2025-08-21,26.0,2025-08-22,24.96,sl,-4.0,99.1,420.12,1,2025,95-100
GRYL,2025-09-03,2025-09-04,28.89,2025-09-05,27.7344,sl,-4.0,98.8,328.24,1,2025,95-100
GRYL,2025-09-08,2025-09-09,29.9,2025-09-10,32.292,tp,8.0,99.1,318.55,1,2025,95-100
GRYL,2025-09-12,2025-09-15,43.43,2025-09-16,41.6928,sl,-4.0,99.3,471.41,1,2025,95-100
GRYL,2025-10-27,2025-10-28,41.0,2025-10-29,44.28,tp,8.0,99.3,508.31,1,2025,95-100
GSKCH,2022-04-11,2022-04-12,250.1,2022-04-26,249.83,time,-0.108,80.4,5.24,14,2022,80-90
GTYR,2023-11-21,2023-11-22,36.79,2023-11-24,39.7332,tp,8.0,81.5,7.37,2,2023,80-90
GTYR,2023-12-11,2023-12-12,45.6,2023-12-13,43.776,sl,-4.0,87.2,17.51,1,2023,80-90
GTYR,2024-05-08,2024-05-09,45.06,2024-05-16,48.6648,tp,8.0,81.9,10.1,7,2024,80-90
GUSM,2025-07-23,2025-07-24,10.48,2025-07-25,10.0608,sl,-4.0,89.3,69.83,1,2025,80-90
GVGL,2021-11-01,2021-11-02,67.0,2021-11-04,64.32,sl,-4.0,88.0,27.39,2,2021,80-90
GVGL,2022-01-21,2022-01-24,64.9,2022-01-25,62.304,sl,-4.0,90.1,26.81,1,2022,90-95
GVGL,2022-01-28,2022-01-31,66.0,2022-02-09,71.28,tp,8.0,87.5,15.63,9,2022,80-90
GVGL,2022-03-31,2022-04-01,72.44,2022-04-11,78.2352,tp,8.0,94.7,27.86,10,2022,90-95
GVGL,2022-04-14,2022-04-15,79.5,2022-04-28,76.32,sl,-4.0,95.3,35.18,13,2022,95-100
GVGL,2022-08-30,2022-08-31,70.75,2022-09-13,72.1,time,1.9081,87.7,11.52,13,2022,80-90
GVGL,2023-04-20,2023-04-26,70.5,2023-05-08,67.68,sl,-4.0,89.9,13.41,12,2023,80-90
GVGL,2023-06-14,2023-06-15,85.8,2023-06-16,82.368,sl,-4.0,96.0,34.49,1,2023,95-100
GWLC,2021-01-04,2021-01-05,41.8,2021-01-06,40.128,sl,-4.0,97.5,122.23,1,2021,95-100
GWLC,2021-02-10,2021-02-11,41.96,2021-02-23,45.3168,tp,8.0,94.9,109.82,12,2021,90-95
GWLC,2021-02-25,2021-02-26,46.4,2021-03-01,44.544,sl,-4.0,96.8,151.72,3,2021,95-100
GWLC,2023-11-30,2023-12-01,26.54,2023-12-13,25.4784,sl,-4.0,87.2,15.56,12,2023,80-90
GWLC,2023-12-26,2023-12-27,28.99,2024-01-03,27.8304,sl,-4.0,90.7,29.72,7,2023,90-95
GWLC,2024-01-10,2024-01-11,28.53,2024-01-16,27.3888,sl,-4.0,89.6,26.43,5,2024,80-90
GWLC,2024-05-14,2024-05-15,33.6,2024-05-16,32.256,sl,-4.0,85.3,18.25,1,2024,80-90
GWLC,2024-06-13,2024-06-14,35.69,2024-06-20,34.2624,sl,-4.0,88.1,27.5,6,2024,80-90
GWLC,2024-10-24,2024-10-25,36.15,2024-10-28,39.042,tp,8.0,82.5,21.52,3,2024,80-90
GWLC,2024-11-04,2024-11-05,46.38,2024-11-06,44.5248,sl,-4.0,92.6,64.97,1,2024,90-95
GWLC,2025-01-06,2025-01-07,55.1,2025-01-08,52.896,sl,-4.0,88.3,35.57,1,2025,80-90
GWLC,2025-01-13,2025-01-14,58.0,2025-01-15,55.68,sl,-4.0,88.6,43.68,1,2025,80-90
GWLC,2025-10-06,2025-10-07,72.1,2025-10-09,69.216,sl,-4.0,84.7,40.79,2,2025,80-90
GWLC,2025-10-14,2025-10-15,76.0,2025-10-16,72.96,sl,-4.0,87.9,63.07,1,2025,80-90
HAEL,2023-10-04,2023-10-05,10.99,2023-10-06,11.8692,tp,8.0,96.7,34.85,1,2023,95-100
HAEL,2023-10-09,2023-10-10,13.94,2023-10-12,15.0552,tp,8.0,98.3,78.01,2,2023,95-100
HAEL,2023-10-13,2023-10-16,17.1,2023-10-17,18.468,tp,8.0,99.6,126.35,1,2023,95-100
HAEL,2023-10-20,2023-10-23,20.99,2023-10-24,20.1504,sl,-4.0,99.6,172.47,1,2023,95-100
HAEL,2024-06-25,2024-06-26,12.6,2024-06-27,12.096,sl,-4.0,80.5,5.48,1,2024,80-90
HAEL,2024-08-23,2024-08-26,12.4,2024-08-28,11.904,sl,-4.0,86.7,36.9,2,2024,80-90
HAEL,2024-10-24,2024-10-25,13.98,2024-10-28,15.0984,tp,8.0,81.0,16.03,3,2024,80-90
HAEL,2024-11-12,2024-11-13,16.5,2024-11-14,17.82,tp,8.0,84.5,26.35,1,2024,80-90
HAEL,2025-05-21,2025-05-22,20.18,2025-05-23,19.3728,sl,-4.0,86.9,35.26,1,2025,80-90
HAEL,2025-09-18,2025-09-19,29.5,2025-09-22,28.32,sl,-4.0,84.9,39.9,3,2025,80-90
HAFL,2025-11-21,2025-11-24,383.0,2025-11-26,367.68,sl,-4.0,89.1,70.51,2,2025,80-90
HAFL,2025-12-02,2025-12-03,389.0,2025-12-05,373.44,sl,-4.0,92.8,81.39,2,2025,90-95
HAFL,2025-12-09,2025-12-10,371.13,2025-12-11,400.8204,tp,8.0,90.2,74.66,1,2025,90-95
HAFL,2025-12-12,2025-12-15,494.0,2025-12-16,533.52,tp,8.0,93.3,103.89,1,2025,90-95
HAFL,2025-12-17,2025-12-18,591.0,2025-12-19,567.36,sl,-4.0,97.1,184.95,1,2025,95-100
HALEON,2024-04-19,2024-04-22,245.0,2024-04-24,235.2,sl,-4.0,80.6,6.12,2,2024,80-90
HALEON,2024-04-25,2024-04-26,241.15,2024-04-29,260.442,tp,8.0,84.9,12.63,3,2024,80-90
HALEON,2024-05-06,2024-05-07,250.0,2024-05-09,270.0,tp,8.0,84.8,13.18,2,2024,80-90
HALEON,2024-06-07,2024-06-10,270.01,2024-06-12,259.2096,sl,-4.0,89.4,24.47,2,2024,80-90
HALEON,2024-06-13,2024-06-14,285.0,2024-06-25,273.6,sl,-4.0,90.3,32.07,11,2024,90-95
HALEON,2024-06-27,2024-06-28,286.0,2024-07-03,308.88,tp,8.0,87.6,26.86,5,2024,80-90
HALEON,2024-07-04,2024-07-05,313.91,2024-07-08,301.3536,sl,-4.0,90.3,38.7,3,2024,90-95
HALEON,2024-08-22,2024-08-23,391.01,2024-08-26,422.2908,tp,8.0,89.9,45.03,3,2024,80-90
HALEON,2024-09-10,2024-09-11,467.05,2024-09-12,504.414,tp,8.0,95.9,119.05,1,2024,95-100
HALEON,2024-09-20,2024-09-23,539.5,2024-09-24,582.66,tp,8.0,97.8,159.36,1,2024,95-100
HALEON,2024-10-01,2024-10-02,560.0,2024-10-08,604.8,tp,8.0,97.7,162.49,6,2024,95-100
HALEON,2024-10-14,2024-10-15,615.0,2024-10-17,590.4,sl,-4.0,97.8,179.98,2,2024,95-100
HALEON,2024-10-21,2024-10-22,635.0,2024-10-25,609.6,sl,-4.0,98.1,166.74,3,2024,95-100
HALEON,2024-11-11,2024-11-12,764.99,2024-11-21,826.1892,tp,8.0,98.2,196.05,9,2024,95-100
HALEON,2025-04-11,2025-04-14,853.4,2025-04-15,819.264,sl,-4.0,97.2,113.97,1,2025,95-100
HASCOL,2022-08-16,2022-08-17,6.9,2022-08-18,6.624,sl,-4.0,93.4,18.29,1,2022,90-95
HASCOL,2022-08-23,2022-08-24,7.05,2022-08-25,6.768,sl,-4.0,94.6,25.7,1,2022,90-95
HASCOL,2022-11-02,2022-11-03,7.69,2022-11-04,8.3052,tp,8.0,97.6,51.89,1,2022,95-100
HASCOL,2024-11-19,2024-11-20,10.88,2024-11-21,11.7504,tp,8.0,83.0,23.59,1,2024,80-90
HASCOL,2025-11-03,2025-11-04,16.56,2025-11-05,15.8976,sl,-4.0,83.5,50.65,1,2025,80-90
HBL,2023-07-27,2023-07-31,91.5,2023-08-02,98.82,tp,8.0,82.7,5.97,2,2023,80-90
HBL,2023-12-08,2023-12-11,129.47,2023-12-12,124.2912,sl,-4.0,87.8,18.62,1,2023,80-90
HBL,2025-10-02,2025-10-03,305.0,2025-10-13,292.8,sl,-4.0,83.8,35.71,10,2025,80-90
HBL,2025-10-20,2025-10-21,316.2,2025-10-27,303.552,sl,-4.0,82.5,43.43,6,2025,80-90
HBL,2025-11-27,2025-11-28,307.0,2025-12-11,310.25,time,1.0586,80.8,35.67,13,2025,80-90
HCAR,2021-05-24,2021-05-25,346.0,2021-06-03,373.68,tp,8.0,80.6,36.58,9,2021,80-90
HCAR,2023-10-19,2023-10-20,168.0,2023-10-23,181.44,tp,8.0,85.2,8.99,3,2023,80-90
HCAR,2023-10-25,2023-10-26,180.26,2023-10-27,173.0496,sl,-4.0,89.9,16.98,1,2023,80-90
HCAR,2023-11-22,2023-11-23,202.0,2023-11-24,218.16,tp,8.0,86.9,15.54,1,2023,80-90
HCAR,2023-11-29,2023-11-30,236.84,2023-12-01,227.3664,sl,-4.0,96.1,47.68,1,2023,95-100
HCAR,2024-01-01,2024-01-02,219.71,2024-01-03,210.9216,sl,-4.0,90.0,33.09,1,2024,80-90
HCAR,2024-01-04,2024-01-05,228.96,2024-01-08,247.2768,tp,8.0,87.8,25.06,3,2024,80-90
HCAR,2024-01-09,2024-01-10,269.0,2024-01-15,258.24,sl,-4.0,93.8,46.46,5,2024,90-95
HCAR,2024-04-22,2024-04-23,284.48,2024-04-26,307.2384,tp,8.0,91.6,36.68,3,2024,90-95
HCAR,2024-05-27,2024-05-29,325.0,2024-05-30,312.0,sl,-4.0,94.7,73.39,1,2024,90-95
HGFA,2025-09-05,2025-09-08,16.01,2025-09-11,15.3696,sl,-4.0,82.7,33.75,3,2025,80-90
HICL,2025-07-15,2025-07-16,16.86,2025-07-17,16.1856,sl,-4.0,86.2,48.01,1,2025,80-90
HICL,2025-07-21,2025-07-22,16.74,2025-07-23,18.0792,tp,8.0,91.1,73.18,1,2025,90-95
HIFA,2025-07-24,2025-07-25,6.99,2025-07-28,6.7104,sl,-4.0,85.5,50.99,3,2025,80-90
HIFA,2025-09-22,2025-09-23,7.48,2025-09-24,8.0784,tp,8.0,90.1,73.66,1,2025,90-95
HINO,2021-07-02,2021-07-05,679.0,2021-07-07,651.84,sl,-4.0,82.2,56.45,2,2021,80-90
HINO,2023-10-20,2023-10-23,306.88,2023-10-24,294.6048,sl,-4.0,83.8,7.61,1,2023,80-90
HINO,2025-01-02,2025-01-03,544.99,2025-01-06,523.1904,sl,-4.0,83.0,19.77,3,2025,80-90
HINOON,2024-07-03,2024-07-04,723.6,2024-07-22,694.656,sl,-4.0,84.5,18.82,18,2024,80-90
HINOON,2024-08-23,2024-08-26,775.0,2024-08-28,744.0,sl,-4.0,84.9,24.62,2,2024,80-90
HINOON,2024-10-10,2024-10-11,759.9,2024-10-24,778.12,time,2.3977,81.7,12.8,13,2024,80-90
HINOON,2024-11-11,2024-11-12,900.0,2024-11-20,972.0,tp,8.0,83.3,23.18,8,2024,80-90
HIRAT,2025-08-06,2025-08-07,5.75,2025-08-08,5.52,sl,-4.0,84.9,39.23,1,2025,80-90
HMB,2023-11-01,2023-11-02,43.01,2023-11-07,46.4508,tp,8.0,81.5,6.12,5,2023,80-90
HMB,2023-11-08,2023-11-10,46.25,2023-11-23,49.95,tp,8.0,87.0,10.65,13,2023,80-90
HMB,2023-12-01,2023-12-04,55.0,2023-12-08,59.4,tp,8.0,88.2,17.15,4,2023,80-90
HMB,2024-01-25,2024-01-26,60.84,2024-02-09,58.4064,sl,-4.0,89.1,20.54,14,2024,80-90
HMB,2024-03-01,2024-03-04,59.6,2024-03-15,58.48,time,-1.8792,84.9,11.06,11,2024,80-90
HMB,2024-04-04,2024-04-08,58.51,2024-04-24,59.14,time,1.0767,84.4,10.83,16,2024,80-90
HMB,2024-06-20,2024-06-21,71.95,2024-06-24,69.072,sl,-4.0,87.5,21.97,3,2024,80-90
HMB,2024-07-05,2024-07-08,75.0,2024-07-12,72.0,sl,-4.0,89.2,37.1,4,2024,80-90
HMB,2024-11-26,2024-11-27,89.0,2024-11-28,85.44,sl,-4.0,81.8,11.84,1,2024,80-90
HPL,2025-03-24,2025-03-25,3309.4,2025-03-26,3177.024,sl,-4.0,90.9,40.83,1,2025,90-95
HPL,2025-06-04,2025-06-05,3200.01,2025-06-11,3456.0108,tp,8.0,83.5,29.65,6,2025,80-90
HTL,2021-01-22,2021-01-25,57.05,2021-01-26,61.614,tp,8.0,81.1,44.01,1,2021,80-90
HTL,2021-01-27,2021-01-28,68.75,2021-01-29,66.0,sl,-4.0,89.3,68.55,1,2021,80-90
HTL,2021-02-01,2021-02-02,72.99,2021-02-03,78.8292,tp,8.0,92.9,86.57,1,2021,90-95
HTL,2021-08-03,2021-08-04,77.01,2021-08-11,83.1708,tp,8.0,82.8,50.01,7,2021,80-90
HTL,2024-07-09,2024-07-10,41.23,2024-07-11,39.5808,sl,-4.0,81.0,14.98,1,2024,80-90
HTL,2024-07-12,2024-07-15,41.2,2024-07-18,39.552,sl,-4.0,83.6,17.49,3,2024,80-90
HTL,2024-12-09,2024-12-10,61.4,2024-12-11,58.944,sl,-4.0,84.8,27.08,1,2024,80-90
HUBC,2023-03-02,2023-03-03,71.51,2023-03-16,70.07,time,-2.0137,88.3,11.74,13,2023,80-90
HUBC,2023-05-03,2023-05-04,72.06,2023-05-10,69.1776,sl,-4.0,87.9,9.58,6,2023,80-90
HUBC,2023-07-06,2023-07-07,79.45,2023-07-20,80.44,time,1.2461,86.9,12.05,13,2023,80-90
HUBC,2023-08-09,2023-08-10,88.0,2023-08-11,84.48,sl,-4.0,90.8,14.58,1,2023,90-95
HUBC,2023-10-19,2023-10-20,91.1,2023-10-23,98.388,tp,8.0,87.2,12.23,3,2023,80-90
HUBC,2023-10-30,2023-10-31,99.0,2023-11-06,106.92,tp,8.0,89.6,15.9,6,2023,80-90
HUBC,2023-11-10,2023-11-13,115.0,2023-11-14,124.2,tp,8.0,93.8,26.45,1,2023,90-95
HUBC,2024-04-08,2024-04-09,127.0,2024-04-24,137.16,tp,8.0,81.1,5.35,15,2024,80-90
HUBC,2024-04-26,2024-04-29,138.01,2024-04-30,132.4896,sl,-4.0,83.1,9.74,1,2024,80-90
